reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,app_id
04b77995-66a9-41d5-8cb2-490823324147,Anjum Saeed,https://play-lh.googleusercontent.com/a-/ALV-UjWBIRLf7wDg_JmwXkZpgnKPZwUgW8FqwHItdv3cJjQ7s5MXU4FNFA,Downloaded but regretfully DHA Phase 7 Lahore is missing for delivery while almost entire Lahore is available۔ Isnt it strange,2,0,,2026-04-19 12:13:04,,,,com.blink.crumblecookies
bb61538b-096f-4514-add4-86eaacd73092,Brad Denefer,https://play-lh.googleusercontent.com/a-/ALV-UjVZdUvqC3MTULuPlWrReyCrE4uKyTAmB9p8fB_5N1GpnZeCYhA,the app has some bugs that need to be fixed and should be delivered in a wide range of the city but the cookies are awsome,3,0,1.3.2,2026-04-18 18:35:04,,,1.3.2,com.blink.crumblecookies
dfc535b7-61c7-4ece-8647-bd5682632cb6,Ever Green,https://play-lh.googleusercontent.com/a-/ALV-UjWF11qreg8Hd0d7suQuKB-5MyRZdQpMq8gR3Dp8NrFvNHGScCZlAQ,Very Slow Service,3,0,1.3.2,2026-04-18 17:59:51,,,1.3.2,com.blink.crumblecookies
60276b35-c855-40af-bb09-a4e5390ff6c0,danyal kailani,https://play-lh.googleusercontent.com/a/ACg8ocJwo1RlWLnE0arQCz3m9r8p5q3cHs90DEb25v6VOHLlx43OmQ=mo,too much complexities,1,1,1.3.2,2026-04-18 17:40:55,,,1.3.2,com.blink.crumblecookies
7c3c6af5-2d79-4d03-a536-9a80091d1b1d,Nauman Raheem,https://play-lh.googleusercontent.com/a-/ALV-UjXWn-OLWqUNm6pxlnrqJ4G_cn3zUhYMVEN1gheNAVjCA6gI7gL_,"I am new user but unfortunately can't avail 10% discount, unknown reason",2,0,1.3.2,2026-04-15 18:04:05,,,1.3.2,com.blink.crumblecookies
8c12dd0a-c244-47a1-81c7-5f35a0d98fee,aisha tahir,https://play-lh.googleusercontent.com/a/ACg8ocLKA8N8V7UqmAeO--mvy8e4Fex8Vea-p7Da9uUdP27OjaSJ_oc=mo,no discount applied,1,0,1.3.2,2026-04-15 16:12:05,,,1.3.2,com.blink.crumblecookies
63455782-96ed-4f0b-a491-d7a64c2ced55,Hafi Wajahat,https://play-lh.googleusercontent.com/a-/ALV-UjWNqlEE7eJCyr04S2pgsFx2Kde3f5dQhNIxv_mzM8iE8p5OGX4R,Mehmood Baddie Ka Fav 🤭,5,0,1.3.2,2026-04-14 16:33:07,,,1.3.2,com.blink.crumblecookies
71c0a59c-c35d-4f5c-835d-b22eebcea35a,Sarmad Khan,https://play-lh.googleusercontent.com/a/ACg8ocJMVnVirKUZC7qlBT15b-oh3MXTGClJh1fSTrDgGle6YXaUKA=mo,stuck.on registration. don't download this.,1,0,1.3.2,2026-04-12 10:00:17,,,1.3.2,com.blink.crumblecookies
93002ba7-39fa-4341-ab05-fabf015a5e01,Mianjaveed qamar,https://play-lh.googleusercontent.com/a-/ALV-UjXflSfoZuoZT1mfGeWfu_IuskOlW5FH0VfgR0IiJKqkDYXBGJ8,"This app doesn't have most of the locations, i tried searching for a location near my home but it didn't show up, please add more areas so that its easy to order",3,0,1.3.2,2026-04-10 16:21:21,,,1.3.2,com.blink.crumblecookies
d0db646a-db4b-4b49-a554-2ca8dac1737a,Abdullah Bin Khalid,https://play-lh.googleusercontent.com/a/ACg8ocLlecutmxsEYsIhGZrMGD0YRkFBF9P17QOnMP1BRgpOVE4UMQ=mo,it doesn't let me add a specific location.,4,0,1.3.2,2026-04-10 15:45:06,,,1.3.2,com.blink.crumblecookies
008ff64c-96cb-4298-aa88-9a7876e23a2b,muqadas raza,https://play-lh.googleusercontent.com/a-/ALV-UjWO3rFBT4QUK-TF2HEhzYIFiQr6cLuMKtHKCU4t4KtzHKNtI1Q,very slow service i have ever seen waiting for one cookie 🍪 for about 1 and a half hours is insane also didn't get off on the first order from their app,2,0,1.3.2,2026-04-08 19:35:53,,,1.3.2,com.blink.crumblecookies
42732a8c-cf96-4cce-92e2-2a8922ea3ce1,Tabish Riaz,https://play-lh.googleusercontent.com/a-/ALV-UjUAH0jm87-4bpHQ8_J9BogRTB3C0qJbGwsLQM8sQjT1JAFCeNBh,"payment by card flow is not working. breaks after approving payment. also I try to login with email, it gets errorrred out that number is in use, obviously it is because I am logging in.",1,0,1.3.2,2026-04-08 16:33:44,,,1.3.2,com.blink.crumblecookies
bdd59952-bd12-4c68-bdcd-7bc76a4163cc,Usaid Yaseen,https://play-lh.googleusercontent.com/a/ACg8ocJX0b_051CXzzIy2BjTuRLffDkTXE3aP-73nnaYawKjT9hXDg=mo,not all Lahore is covered in the app,1,0,1.3.2,2026-04-06 09:49:45,,,1.3.2,com.blink.crumblecookies
6b1f746d-f61b-419d-9d26-ecdde54f9504,Saba Noman,https://play-lh.googleusercontent.com/a-/ALV-UjWoEFT9CY2sTf2B7yxJ12U30qFYJ_mTejEQzM4UxPEjcWwZR6ctSA,app issues,3,0,1.3.2,2026-04-05 17:36:45,,,1.3.2,com.blink.crumblecookies
66c5be9c-7acf-4fea-ae2f-c54b3979a9dc,Ahmad Arshad Cheema,https://play-lh.googleusercontent.com/a-/ALV-UjXTJ4kWOpU06KAQftBcWkRydr1dWOTV2cOmok333lETiSGmoLHZhg,card payment not working,2,0,1.3.1,2026-04-03 14:08:19,,,1.3.1,com.blink.crumblecookies
23206f8e-3c89-4bc3-87c4-5d90e8334f71,majid hussain,https://play-lh.googleusercontent.com/a-/ALV-UjWG-oNkvfYT4ooFjECj25zgUbCKz_i8nnMtU49DgN4sWFdFf_P0,Muslim town option for delivery not available,1,0,,2026-04-03 10:24:53,,,,com.blink.crumblecookies
339e74af-8d76-4e2c-8c86-d1746fd01d98,Tayyab Naaz,https://play-lh.googleusercontent.com/a-/ALV-UjUc9ACx4Df0rNBxWNupW7uRcs7Mr0XPIXl9DJs8VtC6--TXDA,good,5,0,1.3.2,2026-04-03 10:18:23,,,1.3.2,com.blink.crumblecookies
cf65b5c2-2a3e-41d6-a7ad-4333be9cee0c,Muhammad ali Yousf,https://play-lh.googleusercontent.com/a/ACg8ocJ5kNo9qhRtWmfiCvx1kiaSOQg8bJkDRsG1YL4cVBm83ET-aw=mo,best in the terms or cravings 👌🏻💗,5,0,1.3.1,2026-04-02 17:31:55,,,1.3.1,com.blink.crumblecookies
7e0bfe1e-e37e-4921-8585-7da8a2b27b93,Eeshan khalid,https://play-lh.googleusercontent.com/a/ACg8ocK7BAZ1k_FwdS17jr_0E1tw9T_pLmVmgvhvrHgUdrHpXOZtLw=mo,bad website,2,0,1.3.1,2026-04-02 14:51:14,,,1.3.1,com.blink.crumblecookies
8b08505c-96f2-4c2b-85d1-89e843f106a9,Hadiyah,https://play-lh.googleusercontent.com/a/ACg8ocJQ4ZIRIRtnDK9WWGu2XCc0igxLLNb0gHXkOc5mf2WOhBIOjg=mo,bit expensive but worth it,5,0,1.3.1,2026-04-01 12:19:41,,,1.3.1,com.blink.crumblecookies
af2840ab-9ec4-4e17-a434-6ebaa9d14a54,Batool Naqvi,https://play-lh.googleusercontent.com/a-/ALV-UjWZqmOPBd8XSQOyOliMiRZnhsOxe_OvGyM3nhJUUuHlbFLTz5M,great,5,0,1.3.1,2026-03-31 16:45:43,,,1.3.1,com.blink.crumblecookies
c274be47-6a44-429b-9759-1aafe541cd88,Gulzaib Hassan,https://play-lh.googleusercontent.com/a/ACg8ocLSLE0z7IYmG_FVpFYqTUr79RfvPQ2qHDQ7-bSEpkUwsuT-ZA=mo,i love these cookies 🥰🥰😋😋💦💦🍑🍑,5,0,1.3.1,2026-03-31 10:48:58,,,1.3.1,com.blink.crumblecookies
c3965a69-46a6-4c71-a1cb-72e029b85030,Laraib Rabbani,https://play-lh.googleusercontent.com/a-/ALV-UjXIdipnMOznbdbeZxSWW3qbQEEEAkowU59NwWGcSzM2ITA3G0aK,"bad application, location picker doesn't work properly, promo codes don't work either. idk if they've hired noobs to make this app or what.",1,2,1.3.1,2026-03-30 14:59:28,,,1.3.1,com.blink.crumblecookies
e9f42bad-3b05-47b6-9d7a-1615be5b47cc,Mubeen Zafar,https://play-lh.googleusercontent.com/a-/ALV-UjX9LldNbRlvdKSr8oT3lBUKL_O29dyh7v4sx1cKF28nFaaB00In,"glitchy app, otp code ata he nai ha...",1,0,,2026-03-28 19:26:05,,,,com.blink.crumblecookies
bb43c92a-7314-4bc9-9355-43446978cef8,Fatima Ayyan,https://play-lh.googleusercontent.com/a/ACg8ocLXwl36ZaJXSHJ1WgJKOVCc05s_JJnCLgLBU8146adxVLSQZQ=mo,best please chichawatni 🙏,5,0,,2026-03-28 19:01:47,,,,com.blink.crumblecookies
972112a5-3910-49a3-b187-b564b40e4af5,Zayeem Kaleem,https://play-lh.googleusercontent.com/a-/ALV-UjVMq3rS-ZhHk0qie2B8nS7zG6fQKZiPjs0KOq1u5-o6jCsbxheE,very nice,5,0,1.3.1,2026-03-28 18:39:13,,,1.3.1,com.blink.crumblecookies
e7ca8e42-316e-44cc-aef8-cd7bb20ef6c3,Umer Toor,https://play-lh.googleusercontent.com/a-/ALV-UjV2NqNkxVbPWg1pDBUzsMDV3kFKdR8yeQyMvNIagbs6OkSn1Fc,delivery not available in most of the areas and the app is also glitchy.,1,1,1.3.1,2026-03-28 15:12:40,,,1.3.1,com.blink.crumblecookies
d8a4779f-bfc7-4807-ba35-652c00f4882d,Asim Raja,https://play-lh.googleusercontent.com/a/ACg8ocLRkoMWTf4OtAeUFJDShhKgaFMpZnpj0BcEYp8jOy9ZDbjB-zsR=mo,to much late delivery.,1,0,1.3.1,2026-03-24 20:08:01,,,1.3.1,com.blink.crumblecookies
62bd94aa-08c1-4917-a4bd-df431274d88d,Murtaza,https://play-lh.googleusercontent.com/a/ACg8ocIRdrscXlpiLlhsHDi556ye59_GaHKZp_abozKOJ5ONBJp7lg=mo,pathetic app I was a new user but didn't got discount saying I've already used it management also pathetic,1,0,,2026-03-24 14:23:56,,,,com.blink.crumblecookies
a412c441-71b4-403f-809c-41765f79e7f0,Fatima Khalid,https://play-lh.googleusercontent.com/a/ACg8ocIre8IHwUASS2ycAm63ISBG6kHa04oT36iVTuuXFLYFZfxkcg=mo,good 👍,5,0,1.3.1,2026-03-24 10:52:24,,,1.3.1,com.blink.crumblecookies
2fb874a5-dee3-4040-bb30-3d2d452b076f,Kinza Khalid,https://play-lh.googleusercontent.com/a/ACg8ocKMBH7F3tDTEapeEWAwTmyCkEptM-703lb4tGTPsBMrTD57Pw=mo,It was the best cookie I ever had,5,0,1.3.1,2026-03-24 10:17:21,,,1.3.1,com.blink.crumblecookies
f1ead812-c0e3-4308-854e-0f9b792ef867,Ch Noman Azhar,https://play-lh.googleusercontent.com/a-/ALV-UjUraqVoR5j-injjimQHJyWJjbs1fCWx7iwlQeaZ7pSDGJD2lDj6bw,best cookies in twin cities,5,0,1.3.1,2026-03-23 17:12:07,,,1.3.1,com.blink.crumblecookies
44def81b-99fe-418e-8087-d8aadb6a96a5,Parishay Aasif,https://play-lh.googleusercontent.com/a-/ALV-UjXex3wyX9rg8s9-L3AVRSKtpydAmBWHzbxzYJ6nsHBwJ3vlv28,love it!!!,5,0,1.3.1,2026-03-23 14:43:17,,,1.3.1,com.blink.crumblecookies
15f93bff-4d07-48ed-9b94-4b1814ab1235,Busy Bubbies,https://play-lh.googleusercontent.com/a-/ALV-UjWTFysle1LAYzIzdooPEHB8e5RqGJcvJukmHOcQJ_XIYgImvgvB,waited for almost 2 hour ...out for delivery order still not delivered.i ordered for the guests.worst service by bahria pase 4 branch.nobody even contacted to tell if they are delivering or not.,1,0,1.3.1,2026-03-21 21:38:38,,,1.3.1,com.blink.crumblecookies
0ca7adf9-8c5e-4df7-b4c1-7f7f28efe5dc,Rabia Kanwal,https://play-lh.googleusercontent.com/a/ACg8ocKlY_6fyZCIsn7KP__2Fq4GVacVTmw3VrAKb_9mOi4S2tNzHw=mo,"I love crumble cookies,their cookies and milkshakes everything is so good highly recommend ❤️",5,2,1.3.1,2026-03-19 17:26:51,,,1.3.1,com.blink.crumblecookies
b605fd47-569c-488f-9758-74774b90d74a,Muhammad Azeem Subhani,https://play-lh.googleusercontent.com/a-/ALV-UjW1iOXJxcL7LiBezKDE3i7ZHrf06UX2N92H9ncu6bEUEUZhM5CN,very poor service. placed an order and had to wait 1:30 minutes to get it. absolute worst service,1,1,1.3.1,2026-03-18 17:49:05,,,1.3.1,com.blink.crumblecookies
1eb4120c-b678-40f9-b1c8-f2ef087e53c4,Ubaidah Aamir,https://play-lh.googleusercontent.com/a/ACg8ocKSztnOkETEp-rZbXsU4xT8HFX_O52rSvQZCx7JAtIMRzqGMnE=mo,"The app is really simple and perfect to order but one thing about the app that should be fixed is the payment page. In my last order, the card payment couldn't be made as the human verification failed multiple times. Fix the issue please",4,2,1.3.1,2026-03-16 16:47:01,,,1.3.1,com.blink.crumblecookies
096d4891-aeec-4f5d-bd15-c47f73801be3,Shani Xhaikh,https://play-lh.googleusercontent.com/a-/ALV-UjUdL62vIgSP5cooHlfZcVngn2KkTGDpk_aVgdE3K6FfRNG1cdHl,very nice,5,0,1.3.1,2026-03-16 15:10:33,,,1.3.1,com.blink.crumblecookies
806fa168-06ce-44fe-a699-984d74f13b78,Tabinda Hammad,https://play-lh.googleusercontent.com/a-/ALV-UjVPu1XQAPeevrRP1XhEjOE502sOG11DotjWBTLcw-nriUMTswTxmg,great app love it,4,0,,2026-03-14 15:42:14,,,,com.blink.crumblecookies
48fd503f-9c58-4656-a690-a89d0f90a978,The National Standard,https://play-lh.googleusercontent.com/a-/ALV-UjXMys3la6A9rHQ08DSdX-ZvwMw0s3a9Z3OHU12t__9FKI3Hgdg6iw,wow,5,0,,2026-03-13 16:21:24,,,,com.blink.crumblecookies
c7cfe833-5a7d-4cb2-864d-a8068f51e01e,Saqib Awan,https://play-lh.googleusercontent.com/a-/ALV-UjVs4FUdL7f5hxBtEDLTiFiqunLhorcnxAnEgEJFMDXE2wbmB9c,worst application I tried many times to verify but couldn't succeed,1,0,1.3.1,2026-03-13 15:15:49,,,1.3.1,com.blink.crumblecookies
a476aa32-5ced-40fe-ae3d-807cea4b804d,Jamshaid Ahmad,https://play-lh.googleusercontent.com/a/ACg8ocK69m08iZq5Gqk0MvScFonTz9Cfuns8npQuNh0WPlrUsrNQHA=mo,there is option for card on delivery and it shows trouble shoot problem when it gets to add card info,3,0,1.3.1,2026-03-12 18:12:58,,,1.3.1,com.blink.crumblecookies
ba32c88e-d319-40ae-a283-18818bfa9366,رضوان راؤ,https://play-lh.googleusercontent.com/a-/ALV-UjWoFghduVaIuEOL6bxF3aIkNYgXPB473jvoKflivah9q4EPp5sPKg,"Really good experience with the Crumbl Cookies app—ordering was simple and smooth. The cookies from Crumbl Cookies I-8 Markaz were fresh and delicious, exactly as expected. The staff was very polite and cooperative, which made the whole experience even better. 👍🍪",5,4,1.3.1,2026-03-11 13:02:35,,,1.3.1,com.blink.crumblecookies
bbd536c5-60a7-4843-b011-ee893ba14337,Muhammad Sameer Amjad,https://play-lh.googleusercontent.com/a-/ALV-UjVUeNVq5q3pa5_RO3R30suxEt7K54W0FNQziH4IiJkpTS35y1v-,"loyality Points feature is glitchy. I didn't even utilised them a few times, just toggled to see the price change in the order and did not complete the order, only for me to find out that I no longer have those points",1,1,1.3.1,2026-03-11 11:03:21,,,1.3.1,com.blink.crumblecookies
822229ba-437a-4094-9c8f-a74fece5e504,Meerub Qureshi,https://play-lh.googleusercontent.com/a-/ALV-UjUo0Qb2ZPWLEniycJwaYww5c77cIHZdYFvAiIXQTzHXoPzJC9Tc,"the app isn't working, it doesn't open.",2,0,1.3.1,2026-03-11 06:15:46,,,1.3.1,com.blink.crumblecookies
6a1f7e1b-cbfe-46cd-b0a0-e1f1007cc51a,Fahad Masood,https://play-lh.googleusercontent.com/a-/ALV-UjUssVa75C4GMDitnpRFNZXVwJmtAxQAMT5uIXjz-yMyevMluQiNRg,"app is telling me that I have already registered number for the same account/email, and not opening the account/email or letting me order. only app issue only.!! taste is good 👍🏻👍🏻👍🏻",3,0,1.3.1,2026-03-09 15:28:35,,,1.3.1,com.blink.crumblecookies
a76351a2-dfed-41cc-8a5b-24466b173112,Shaharyar Rao Khan,https://play-lh.googleusercontent.com/a-/ALV-UjVhhXl5klRgNfo8R28bw4-rxlqk-7NEg0sWaDRAKUlZWWsYT_EBXQ,please sign up thing . not instant method,5,0,1.3.1,2026-03-08 14:22:11,,,1.3.1,com.blink.crumblecookies
33d6dcae-a705-45cc-ab92-b7dd2593305d,Real Noob,https://play-lh.googleusercontent.com/a/ACg8ocKlw4aNqabZKaQHt25YvQxy2jSMXU3bewexbJdQqt6lVVT02Q=mo,ice-cream tastes amazing,5,0,1.3.1,2026-03-07 14:14:22,,,1.3.1,com.blink.crumblecookies
c18c466a-31d0-475c-a58d-b60387a9288f,Muhammad Haad,https://play-lh.googleusercontent.com/a-/ALV-UjVElF49o9zN875AE2SmBQPrfKlebf7J7goGWOKnpmEcZRYAWyY,It is hard to understand .It should support live order tracking,4,2,1.3.1,2026-03-05 14:13:43,,,1.3.1,com.blink.crumblecookies
a90bfa78-ba2f-460d-8902-d673cc3fa7dd,Omar Majid,https://play-lh.googleusercontent.com/a-/ALV-UjUR5vKp97KVyWB2GUL0W4GB7lQ-42SnjK-GJZjX0K_CsR5xB4c,wow egselent,5,0,1.3.1,2026-03-05 14:03:37,,,1.3.1,com.blink.crumblecookies
3d238dd8-ed32-46c9-8df9-e38f24bfc38d,hanan butt,https://play-lh.googleusercontent.com/a/ACg8ocLbFVfDCPTFs70sdw1sP9fjsRDRifTSJnB4l496Wq3qSWPDew=mo,good app,5,0,1.3.1,2026-03-04 13:40:11,,,1.3.1,com.blink.crumblecookies
b608f19c-a530-41ee-8f51-a779800b93ad,Mr Serious,https://play-lh.googleusercontent.com/a/ACg8ocJMb7oXVo0UdQJ015ml9NbCqAMMeU2xht6D7pejyuCwVn-FjVc=mo,Fake advertisement. It doesn't deliver everywhere.,1,1,,2026-03-04 10:32:15,,,,com.blink.crumblecookies
905980e7-8d21-49ad-acff-3d660e4a7f8e,Ubaid Khan,https://play-lh.googleusercontent.com/a/ACg8ocJUIHrY5rmq15jooTrSKqkt87ZSUGwHs6Oc9eK1mQW_KaPk_A=mo,very good 👍 osm,5,0,1.3.1,2026-03-03 15:27:56,,,1.3.1,com.blink.crumblecookies
666af26b-0f56-4c75-a91d-dd443ce43ec7,Mariyam Sarfraz,https://play-lh.googleusercontent.com/a-/ALV-UjWZdlju2oc-au16L9d2O61w4P4MUTKMb53ddNVLbocFXKQhQrE6,the app is glitchy and slow.,3,0,1.3.1,2026-03-02 11:36:46,,,1.3.1,com.blink.crumblecookies
bf33b257-9fda-4825-bac7-986bdc9e445c,Syeda Fatima,https://play-lh.googleusercontent.com/a/ACg8ocJ2toIX3cswW7BzNdeXQnF-098cgBsvjw_D-qzYYEMZYW0xJw=mo,overall your app is really helpful but you should add some more items like your newly launched cookies box,5,0,,2026-03-02 11:31:57,,,,com.blink.crumblecookies
71a43282-b666-4dfe-9f6c-8226bac1b2c5,Hamza Ali,https://play-lh.googleusercontent.com/a-/ALV-UjV7YUIXQ53kh0Yp2Q51NwgUlLtc69d5jpU3ThRTzXvjwHKRRBo,The app is very glitchy it keeps on crashing some buttons on the page dont work. If you add payment method as Card on Car Hop feature the app crashes.,1,0,1.3.1,2026-02-28 17:57:25,,,1.3.1,com.blink.crumblecookies
7a562a95-330b-4421-9e85-e931038a3dd2,Rabia Bibi,https://play-lh.googleusercontent.com/a/ACg8ocLPDXIPWPpVoaKIyY0jlBEDqFjRSY9ZzbE-v9pT4jRd_Fg_0Q=mo,"very good app, i always order from here",5,0,1.3.1,2026-02-28 16:48:56,,,1.3.1,com.blink.crumblecookies
7e47d768-31de-4b75-98a5-5dbad431ce04,Humaira Arif,https://play-lh.googleusercontent.com/a-/ALV-UjXy52UP4vnA12YVwrXNXww_uHMYiCdunhuJZWO5OAltGSKZk3jr,over priced and small size.,1,0,,2026-02-28 13:30:26,,,,com.blink.crumblecookies
92cc284a-ac31-4bae-9bab-2adae228d770,Mustaf Ch,https://play-lh.googleusercontent.com/a-/ALV-UjUSiqMRUvXya3POw6m96wXN8pxyRMA4eGq7btSTgaQCM8RdRUc9Ig,i love huzaifa bhai,5,0,1.3.1,2026-02-28 13:18:35,,,1.3.1,com.blink.crumblecookies
c6a155da-83fc-40dd-8e3e-a57f4fe457d3,Ali Ahmed,https://play-lh.googleusercontent.com/a-/ALV-UjWDjOJ9CSHokVzWjTxmnOrG2OvjF_uE7LCiMaaZXUB3LGflW03o,"I downloaded this app after seeing your ad about a promo code for new users. The offer looked great, so I installed the app and placed an order. But when I tried applying the promo code at checkout, it said the code was expired. That’s really disappointing. Advertising an offer that doesn’t work feels misleading. Not a good first experience. Please make sure your promotions are valid and updated.",1,2,1.3.1,2026-02-28 12:23:09,,,1.3.1,com.blink.crumblecookies
b31ba8c8-ca79-43a0-a896-2c9793b274bf,Muhammad Naoman Mohiuddin,https://play-lh.googleusercontent.com/a-/ALV-UjVDpSl3u28vdHYWuemT69nEmUfcnAWTVIt5cX-EKzAd8zCZmz67Ag,Good,5,0,1.3.1,2026-02-27 16:26:40,,,1.3.1,com.blink.crumblecookies
6b82b281-dde6-4b6d-98bb-578bb4e145be,Raja Muhammad Alisher,https://play-lh.googleusercontent.com/a-/ALV-UjWMilPB7qoEpm1uxG56-aIrou4Zu4Vbb4cAznbveW43Ny_7Ag8,verygood,5,0,1.3.1,2026-02-27 12:02:43,,,1.3.1,com.blink.crumblecookies
37d0748a-321b-4969-b869-2ef7b1dcea88,Husnain Tahir,https://play-lh.googleusercontent.com/a/ACg8ocIpsqaiITpDpzG-sexOuyke86pKYnMJUdNhXXIl1ypI2z4SKA=mo,good luck,5,0,,2026-02-26 08:17:12,,,,com.blink.crumblecookies
d12cd1c3-afe2-43a1-8193-9ee8c4254a2c,Hafsa Ajmal,https://play-lh.googleusercontent.com/a-/ALV-UjXIZbZ9wfXnSQIYYMTdFhkQGZJdXDfVfDZew6U47EOXGolGMlFn,great taste 😁😉,5,0,1.3.1,2026-02-20 17:50:33,,,1.3.1,com.blink.crumblecookies
9e00e9c8-157d-4c03-85a7-cbd681bf143e,Sadia Azhar,https://play-lh.googleusercontent.com/a/ACg8ocK-AaZ434dDHx8cbGNFecVui1awsdxxDzYPFtLQ8E0M7XZ-Eg=mo,very good,3,0,1.3.1,2026-02-20 15:08:52,,,1.3.1,com.blink.crumblecookies
12372892-30f2-489e-b18d-90f7a927158f,Aiza Habib,https://play-lh.googleusercontent.com/a-/ALV-UjXSNO14388xMNoDrJBXtQ1anmQkBwSDfL7NW_ldjBnGanPno6Lp,"I installed the app, it kept saying to update, i even install it again and still the app not working Also the app unable to detect my region area dont know wat to rate but yeah i havent even tried it yet",1,0,1.3.1,2026-02-20 11:49:40,,,1.3.1,com.blink.crumblecookies
2f30fe3f-281c-4d04-a05a-d512225d998b,Asaam Ali adnan,https://play-lh.googleusercontent.com/a/ACg8ocIAHeJ9Y4Luw85-F9zGhFzmzttzctTjt7s6D5dJp5rzvWIwqQ=mo,best,5,0,1.3.1,2026-02-20 11:08:59,,,1.3.1,com.blink.crumblecookies
66a06364-8b08-4533-9dda-26109585259c,Ather Mohiuddin,https://play-lh.googleusercontent.com/a-/ALV-UjUvXbw6-GKoQreYBJHUe8DMZ_fgkxUIDrNFTiKx5sAbObF4fXM,just downloaded it and it's asking for an update,1,0,1.3.1,2026-02-20 11:03:22,,,1.3.1,com.blink.crumblecookies
